locId,projectName,promotorName,projectCost,projectType,processType,promotorType,projectStatus,address,subDistrictCode,subDistrictName,districtCode,districtName,waterLevel,projectId,status,coordinates,centroid
11519,AASHIRWAD HIGH STREET ,SHAKTI ORGANISERS LLP,3395660000,Commercial,REG,Limited Liability Partnership,New Project Launch,"T.P.S.NO .-4(UMRA-SOUTH),BLOCK NO-146/1 & 144/3, F.P.NO.-106,O.P.NO.-19/1,AT- SURAT", ,Surat City,SURAT,Surat, ,18408,SAVED,"[{""locId"": 78367, ""lat"": ""21.165132175701267"", ""lang"": ""72.79464075953122""}, {""locId"": 78368, ""lat"": ""21.165192206339825"", ""lang"": ""72.79517183691617""}, {""locId"": 78369, ""lat"": ""21.165227224201068"", ""lang"": ""72.79559026152249""}, {""locId"": 78370, ""lat"": ""21.165212216547268"", ""lang"": ""72.79570291430112""}, {""locId"": 78371, ""lat"": ""21.16450685510158"", ""lang"": ""72.79594967753049""}, {""locId"": 78372, ""lat"": ""21.164316757115543"", ""lang"": ""72.79494653135892""}, {""locId"": 78373, ""lat"": ""21.165122170592465"", ""lang"": ""72.79464612394925""}]","[21.164958515085573, 72.79523544358709]"
11712,Shivalik Skyview,SHIVALIK JHANVI INFRASPACE LLP,4249740000,Residential/Group Housing,REG,Limited Liability Partnership,New Project Launch,"Shivalik Skyview,Plot no.16D,Block 16Zone 1,GIFT-SEZ,GIFT city,Gandhinagar", ,Gandhinagar,GANDHI,Gandhinagar, ,18696,SAVED,"[{""locId"": 79540, ""lat"": ""23.15978931284161"", ""lang"": ""72.68206670181816""}, {""locId"": 79541, ""lat"": ""23.160272658561556"", ""lang"": ""72.6823617448098""}, {""locId"": 79542, ""lat"": ""23.15997673281763"", ""lang"": ""72.68283917801445""}, {""locId"": 79543, ""lat"": ""23.159582164141973"", ""lang"": ""72.68257632153099""}, {""locId"": 79544, ""lat"": ""23.159749855971143"", ""lang"": ""72.68207743065422""}, {""locId"": 79545, ""lat"": ""23.159783147706378"", ""lang"": ""72.6820747484452""}, {""locId"": 79546, ""lat"": ""23.15979054586863"", ""lang"": ""72.68207206623619""}]","[23.159849202558412, 72.68229545592985]"
11765,SHILP NORTH SKY,SHILP INFRAPROJECTS LLP,3653170000,Mixed Development,REG,Limited Liability Partnership,New Project Launch,PLOT NO - 25B & 25CGIFT CITY SEZ, ,Gandhinagar,GANDHI,Gandhinagar, ,18765,SAVED,"[{""locId"": 79855, ""lat"": ""23.158910005245982"", ""lang"": ""72.68380534493184""}, {""locId"": 79856, ""lat"": ""23.15983724444312"", ""lang"": ""72.68592965447164""}, {""locId"": 79857, ""lat"": ""23.158791633822617"", ""lang"": ""72.68650901161885""}, {""locId"": 79858, ""lat"": ""23.157874251744797"", ""lang"": ""72.68433105789876""}, {""locId"": 79859, ""lat"": ""23.158929733806367"", ""lang"": ""72.68379461609578""}]","[23.158868573812576, 72.68487393700337]"
11776,AMAYA,AMAYA CORPORATION,3666260000,Residential/Group Housing,REG,Partnership Firm,New Project Launch,"BLOCK NO 183 AND 184 - B ,T P S NO 9,F P NO 12, PALANPUR BHESAN,", ,Surat City,SURAT,Surat, ,18785,SAVED,"[{""locId"": 79922, ""lat"": ""21.214111052988564"", ""lang"": ""72.76491291051686""}, {""locId"": 79923, ""lat"": ""21.214109802764384"", ""lang"": ""72.76501751666844""}, {""locId"": 79924, ""lat"": ""21.213994782094755"", ""lang"": ""72.76503092771351""}, {""locId"": 79925, ""lat"": ""21.213964776687934"", ""lang"": ""72.76503495102703""}, {""locId"": 79926, ""lat"": ""21.21395727533528"", ""lang"": ""72.764939732607""}, {""locId"": 79927, ""lat"": ""21.214102301419096"", ""lang"": ""72.76491291051686""}, {""locId"": 79928, ""lat"": ""21.214108552540193"", ""lang"": ""72.76491291051686""}]","[21.214049791975743, 72.76496597993807]"
11860,RAJHANS GOLF LINK,Rajhans Infracon (India) Private Limited,5781080000,Residential/Group Housing,REG,Company,New Project Launch,"Rajhans Golf Link, Near GD Goenka International School,Vesu Canal Road, Vesu, Surat", ,Surat City,SURAT,Surat, ,18905,SAVED,"[{""locId"": 80432, ""lat"": ""21.155566829007604"", ""lang"": ""72.79154077761261""}, {""locId"": 80433, ""lat"": ""21.155576834762297"", ""lang"": ""72.79153541319458""}, {""locId"": 80434, ""lat"": ""21.155081549093733"", ""lang"": ""72.78987244360535""}, {""locId"": 80435, ""lat"": ""21.15551680022405"", ""lang"": ""72.78969005339233""}, {""locId"": 80436, ""lat"": ""21.15555182037431"", ""lang"": ""72.789631044794""}, {""locId"": 80437, ""lat"": ""21.155521803103156"", ""lang"": ""72.78953448526947""}, {""locId"": 80438, ""lat"": ""21.156547389752717"", ""lang"": ""72.7893413662204""}, {""locId"": 80439, ""lat"": ""21.157062681826833"", ""lang"": ""72.7909614204654""}, {""locId"": 80440, ""lat"": ""21.155556823252244"", ""lang"": ""72.79156223528473""}]","[21.155775836821885, 72.79040769331543]"
11866,SUPER SHALIGRAM,SUPER SHALIGRAM LLP,4075530000,Residential/Group Housing,REG,Limited Liability Partnership,New Project Launch,"SHANTAMANI FARM, B/H STUDIO COMPLEXS G HIGH WAY, GOTA", ,Ahmedabad City,AHME,Ahmedabad, ,18914,SAVED,"[{""locId"": 80467, ""lat"": ""23.105161805840982"", ""lang"": ""72.53546115559864""}, {""locId"": 80468, ""lat"": ""23.10499404574479"", ""lang"": ""72.53605928820896""}, {""locId"": 80469, ""lat"": ""23.10438221302989"", ""lang"": ""72.53587421578693""}, {""locId"": 80470, ""lat"": ""23.10423665564291"", ""lang"": ""72.53646430177021""}, {""locId"": 80471, ""lat"": ""23.10422925441563"", ""lang"": ""72.53650185269642""}, {""locId"": 80472, ""lat"": ""23.1037309041737"", ""lang"": ""72.53636237782764""}, {""locId"": 80473, ""lat"": ""23.104007217407535"", ""lang"": ""72.53512856168079""}, {""locId"": 80474, ""lat"": ""23.10513960231088"", ""lang"": ""72.5354718844347""}, {""locId"": 80475, ""lat"": ""23.105164272899657"", ""lang"": ""72.53547456664371""}]","[23.10456066349622, 72.53586646718311]"
11870,THE BELLAGIO,AUM SHREYA REALTY LLP,4790430000,Residential/Group Housing,REG,Limited Liability Partnership,New Project Launch,"THE BELLAGIO, OPP JAY AMBE HOTEL NR. ISCON CROSS ROAD, AHMEDABAD", ,Daskroi,AHME,Ahmedabad, ,18919,SAVED,"[{""locId"": 80492, ""lat"": ""23.024187099446284"", ""lang"": ""72.50355278081553""}, {""locId"": 80493, ""lat"": ""23.024132791472212"", ""lang"": ""72.5044486386265""}, {""locId"": 80494, ""lat"": ""23.023212490630556"", ""lang"": ""72.5043528430099""}, {""locId"": 80495, ""lat"": ""23.023192742136107"", ""lang"": ""72.5035079471702""}, {""locId"": 80496, ""lat"": ""23.024182631877125"", ""lang"": ""72.50355354472346""}]","[23.023781551112457, 72.50388315086911]"
11892,RAJHANS KRONIS,Rajhans Infracon (India) Private Limited,3166170000,Residential/Group Housing,REG,Company,New Project Launch,"Rajhans Kronis, Opposite CB Patel Health Club,VIP Road, Vesu, Surat", ,Surat City,SURAT,Surat, ,18945,SAVED,"[{""locId"": 80623, ""lat"": ""21.142452810489168"", ""lang"": ""72.786433802868""}, {""locId"": 80624, ""lat"": ""21.142317720773992"", ""lang"": ""72.78577934386837""}, {""locId"": 80625, ""lat"": ""21.143425041840693"", ""lang"": ""72.78566213545224""}, {""locId"": 80626, ""lat"": ""21.14369521912854"", ""lang"": ""72.78752358850858""}, {""locId"": 80627, ""lat"": ""21.143004765080267"", ""lang"": ""72.78757991489789""}, {""locId"": 80628, ""lat"": ""21.142872177521557"", ""lang"": ""72.78638096746823""}, {""locId"": 80629, ""lat"": ""21.142426882588005"", ""lang"": ""72.78646143373868""}]","[21.14288494534603, 72.78654588382885]"
11910,STELLA,BAKERI RESIDENCES LLP,5280100000,Mixed Development,REG,Limited Liability Partnership,New Project Launch,BLOCK NO 25 BUILDING FOOTPRING 25DPIROJPUR, ,Gandhinagar,GANDHI,Gandhinagar, ,18965,SAVED,"[{""locId"": 80721, ""lat"": ""23.157848472090468"", ""lang"": ""72.68268716738528""}, {""locId"": 80722, ""lat"": ""23.15785587035958"", ""lang"": ""72.68283602998561""}, {""locId"": 80723, ""lat"": ""23.157723934499"", ""lang"": ""72.68283871219462""}, {""locId"": 80724, ""lat"": ""23.1577153031765"", ""lang"": ""72.68269521401233""}, {""locId"": 80725, ""lat"": ""23.157848472090468"", ""lang"": ""72.68268314407176""}]","[23.157798410443203, 72.68274805352992]"
11929,MARUTI 360,ANJNEY FINEBUILD,4475610000,Residential/Group Housing,REG,Partnership Firm,New Project Launch,"MARUTI 360, OPP WIDE ANGLEBODAKDEV", ,Ahmedabad City,AHME,Ahmedabad, ,18991,SAVED,"[{""locId"": 80837, ""lat"": ""23.02353770154559"", ""lang"": ""72.50521077728376""}, {""locId"": 80838, ""lat"": ""23.02357966698544"", ""lang"": ""72.50592156267271""}, {""locId"": 80839, ""lat"": ""23.02393760697094"", ""lang"": ""72.50603421545134""}, {""locId"": 80840, ""lat"": ""23.024046223054473"", ""lang"": ""72.50526173925505""}, {""locId"": 80841, ""lat"": ""23.023525358766683"", ""lang"": ""72.50519736623869""}]","[23.023725311464624, 72.50552513218031]"
11933,ORCHID GOLD,GALAXY REAL ESTATE DEVELOPERS GUJ PVT LTD,2761710000,Mixed Development,REG,Company,New Project Launch,SANATHAL CROSS ROADAHMEDABAD, ,Ahmedabad City,AHME,Ahmedabad, ,18998,SAVED,"[{""locId"": 80857, ""lat"": ""22.991870775639946"", ""lang"": ""72.4716895053423""}, {""locId"": 80858, ""lat"": ""22.99194484967223"", ""lang"": ""72.47063807940846""}, {""locId"": 80859, ""lat"": ""22.99123867557835"", ""lang"": ""72.47056297755604""}, {""locId"": 80860, ""lat"": ""22.991149786269894"", ""lang"": ""72.47157148814564""}, {""locId"": 80861, ""lat"": ""22.991855960828612"", ""lang"": ""72.47169486976033""}]","[22.991612009597805, 72.47123138404255]"
11990,MONDEAL TWO,HN SAFAL INFRA DEVELOPERS PVT. LTD.,2897960000,Commercial,REG,Company,New Project Launch,"Mondeal Two, F.P.No.-66, Nr. Antriksh Colony BRTS Stop,Beside Double Tree Hilton Hotel, Ambli Road,", ,Ahmedabad City,AHME,Ahmedabad, ,19084,SAVED,"[{""locId"": 81173, ""lat"": ""23.02796274152518"", ""lang"": ""72.50064568091375""}, {""locId"": 81174, ""lat"": ""23.027945462201565"", ""lang"": ""72.50113384295446""}, {""locId"": 81175, ""lat"": ""23.02802445337713"", ""lang"": ""72.50119016934377""}, {""locId"": 81176, ""lat"": ""23.028804488750325"", ""lang"": ""72.50120626259786""}, {""locId"": 81177, ""lat"": ""23.028834110257808"", ""lang"": ""72.5007100539301""}, {""locId"": 81178, ""lat"": ""23.027957804575816"", ""lang"": ""72.50066177416784""}]","[23.028254843447968, 72.5009246306513]"
12037,SORRENTO ROSETTE,AVKAR BUILDTECH LLP,2997000000,Mixed Development,REG,Limited Liability Partnership,New Project Launch,"SORRENTO ROSETTE, NEAR SAPTAK ROSETTE, 30M CANAL ROADBHAYLI TP3, VASNA BHAYLI ROAD", ,Vadodara,VADO,Vadodara, ,19148,SAVED,"[{""locId"": 81449, ""lat"": ""22.279741951258316"", ""lang"": ""73.13315087804898""}, {""locId"": 81450, ""lat"": ""22.279776698771673"", ""lang"": ""73.1323247576724""}, {""locId"": 81451, ""lat"": ""22.281076328564037"", ""lang"": ""73.13217455396756""}, {""locId"": 81452, ""lat"": ""22.28118057008351"", ""lang"": ""73.13292557249173""}, {""locId"": 81453, ""lat"": ""22.28041116656221"", ""lang"": ""73.13296848783597""}, {""locId"": 81454, ""lat"": ""22.280306924469173"", ""lang"": ""73.132973852254""}, {""locId"": 81455, ""lat"": ""22.279755929257977"", ""lang"": ""73.13315087804898""}]","[22.280321366995274, 73.13280985433137]"
12056,ESTELLA,SKYTOWER ENTERPRISES LLP,2687670000,Mixed Development,REG,Limited Liability Partnership,New Project Launch,"R.S. NO. 44/2, T.P.S. NO. 65 (VESU-BHARTHANA-ALTHAN), O.P. NO. 18, F.P. NO. 18,", ,Surat City,SURAT,Surat, ,19177,SAVED,"[{""locId"": 81563, ""lat"": ""21.159413994964968"", ""lang"": ""72.795295180447""}, {""locId"": 81564, ""lat"": ""21.158813664047145"", ""lang"": ""72.79314941323508""}, {""locId"": 81565, ""lat"": ""21.158283369711313"", ""lang"": ""72.79329961693992""}, {""locId"": 81566, ""lat"": ""21.158608550425544"", ""lang"": ""72.79477483189811""}, {""locId"": 81567, ""lat"": ""21.159408992217372"", ""lang"": ""72.79532736695518""}]","[21.158905714273267, 72.79436928189506]"
12182,AVADH CLASSIMA,AVADH CLASSIMA ,7568070000,Residential/Group Housing,REG,Partnership Firm,New Project Launch,"T.P.S. NO:- 3 (RUNDH), R.S.NO.:- 12/3/1,2,3 + 12/4 + 4/1/P, O.P. NO:- 4+5+36,F.P.:- 12+13+(14+15) PAIKEE SUB PLOT -02, AT: RUNDH, TA: MAJURA, DIST: SURAT ", ,Surat City,SURAT,Surat, ,19406,SAVED,"[{""locId"": 82324, ""lat"": ""21.156197894675753"", ""lang"": ""72.76260548096518""}, {""locId"": 82325, ""lat"": ""21.15715843994772"", ""lang"": ""72.76199930172781""}, {""locId"": 82326, ""lat"": ""21.157863836412947"", ""lang"": ""72.76337795716147""}, {""locId"": 82327, ""lat"": ""21.156953324032745"", ""lang"": ""72.76398413639883""}, {""locId"": 82328, ""lat"": ""21.156177883249658"", ""lang"": ""72.76263230305533""}]","[21.156870275663763, 72.76291983586172]"
12185,Dharohar,Sheetal Housing Development LLP,5892230000,Residential/Group Housing,REG,Limited Liability Partnership,New Project Launch,"Dharohar, Moje KhorajTP Scheme No. 63", ,Gandhinagar,GANDHI,Gandhinagar, ,19410,SAVED,"[{""locId"": 82341, ""lat"": ""23.132155501620137"", ""lang"": ""72.54486011353978""}, {""locId"": 82342, ""lat"": ""23.13157832474489"", ""lang"": ""72.54592763272771""}, {""locId"": 82343, ""lat"": ""23.1306212909482"", ""lang"": ""72.54526244489202""}, {""locId"": 82344, ""lat"": ""23.130887682484666"", ""lang"": ""72.54416810361394""}, {""locId"": 82345, ""lat"": ""23.132293629051006"", ""lang"": ""72.54458116380223""}, {""locId"": 82346, ""lat"": ""23.132155501620137"", ""lang"": ""72.54484938470372""}]","[23.131615321744842, 72.54494147387992]"
12964,The Sovereign, ,3972340000,Residential/Group Housing,REG, ,New,"The Sovereign,  Near Thaltej-Shilaj Bridge,", ,Ahmedabad City,AHME,Ahmedabad, ,19577,SAVED,"[{""locId"": 87205, ""lat"": ""23.051588562176917"", ""lang"": ""72.49116542785833""}, {""locId"": 87206, ""lat"": ""23.05147009611906"", ""lang"": ""72.49185475557516""}, {""locId"": 87207, ""lat"": ""23.050813594825836"", ""lang"": ""72.49154898374746""}, {""locId"": 87208, ""lat"": ""23.05095921005059"", ""lang"": ""72.49089452474783""}]","[23.051207865793103, 72.4913659229822]"
13066,Kavisha The Portrait , ,2892450000,Mixed Development,REG, ,New,"Kavisha Portrait, Nr. Club 07 ", ,Sanand,AHME,Ahmedabad, ,19662,SAVED,"[{""locId"": 87828, ""lat"": ""23.011759411522902"", ""lang"": ""72.45204421574785""}, {""locId"": 87829, ""lat"": ""23.012003819656993"", ""lang"": ""72.45110276038362""}, {""locId"": 87830, ""lat"": ""23.01253460347365"", ""lang"": ""72.45121004874422""}, {""locId"": 87831, ""lat"": ""23.012322290197602"", ""lang"": ""72.45221319491579""}]","[23.01215503121279, 72.45164255494787]"
12266,Shivalik Curv,Shivalik Developers Private Limited,3920120000,Commercial,REG,Company,New Project Launch,"Shivalik Curv, Block 37CGIFT City", ,Gandhinagar,GANDHI,Gandhinagar, ,19668,SAVED,"[{""locId"": 82824, ""lat"": ""23.1596906478357"", ""lang"": ""72.68973731777525""}, {""locId"": 82825, ""lat"": ""23.15972517261326"", ""lang"": ""72.68934571525908""}, {""locId"": 82826, ""lat"": ""23.159587073449636"", ""lang"": ""72.68902921459532""}, {""locId"": 82827, ""lat"": ""23.15935033169499"", ""lang"": ""72.68886828205443""}, {""locId"": 82828, ""lat"": ""23.15914318231645"", ""lang"": ""72.68882000229216""}, {""locId"": 82829, ""lat"": ""23.158842321934205"", ""lang"": ""72.68888437530852""}, {""locId"": 82830, ""lat"": ""23.158719018303646"", ""lang"": ""72.68898093483305""}, {""locId"": 82831, ""lat"": ""23.15865490037089"", ""lang"": ""72.68920087597228""}, {""locId"": 82832, ""lat"": ""23.158620375317447"", ""lang"": ""72.68965148708678""}, {""locId"": 82833, ""lat"": ""23.15967585149974"", ""lang"": ""72.68974268219328""}]","[23.159200887533594, 72.689226088737]"
12268,SHILP CENTRICA,SHILP INFRAPROJECTS LLP,4152290000,Commercial,REG,Limited Liability Partnership,New Project Launch,"Block No.35 (building footprint 35B), Zone-3in the Non-SEZ Area of GIFT City, in GIFT City, Gandhinagar, Gujarat", ,Gandhinagar,GANDHI,Gandhinagar, ,19680,SAVED,"[{""locId"": 82839, ""lat"": ""23.158391753071406"", ""lang"": ""72.6886743408088""}, {""locId"": 82840, ""lat"": ""23.158273381190053"", ""lang"": ""72.68987597044747""}, {""locId"": 82841, ""lat"": ""23.157119249865055"", ""lang"": ""72.68982232626718""}, {""locId"": 82842, ""lat"": ""23.157277080376772"", ""lang"": ""72.68812717016976""}, {""locId"": 82843, ""lat"": ""23.158362160110872"", ""lang"": ""72.68866361197274""}]","[23.15788472492283, 72.68903268393319]"
